file,target,mean_aco,mean_sim,mean_ga,dev_abs_aco,dev_abs_sim,dev_abs_ga,dev_percent_aco,dev_percent_sim,dev_percent_ga,duration_aco,duration_sim,duration_ga
eil51.txt,426,463.05273823367514,576.6635624614091,513.610006884723,37.05273823367514,150.66356246140913,87.61000688472302,8.697825876449564,35.36703344164533,20.565729315662683,11.439726,0.002976,0.121024
